Scientific Name	Scientific Name Synonyms	English Name	English Name Synonyms	Species Code	Element Code	Global Status	Global Status Review Date	Prov Status	Prov Status Review Date	Prov Status Change Date	COSEWIC	COSEWIC Comments	BC List	Provincial FRPA	Land Use Objectives	Ecosection	Prov Wildlife Act	GOERT	MBCA	SARA	SARA Comments	General Status Canada	CITES	Name Category	Class (English)	Species Level	Kingdom	Phylum	Class	Order	Family	Forest Dist	MOE Region	Regional Dist	Municipality	BGC	Habitat Subtype	Origin	Presence	Breeding Bird	Ecosystem Group	Endemic	CDC Maps	Mapping Status	
Asterella lindenbergiana		 		ASTELIN	NBHEP0C050	G3G5	December 03, 1999	SH	April 29, 2015	April 29, 2015	 	 	Red	 		 						 		Nonvascular Plant		Species	Plantae	Hepatophyta	Marchantiopsida	Marchantiales	Aytoniaceae	 	 	 	 	 		Native	Regularly occurring		 		N		
Astragalus crassicarpus		Ground Plum Milk-vetch		ASTRCRA	PDFAB0F2G0	G5	May 13, 2016	S1	April 30, 2019	January 29, 2002	 	 	Red	 		 						4 - Secure (2010)		Vascular Plant	dicots	Species	Plantae	Anthophyta	Dicotyledoneae	Fabales	Fabaceae	DRM	4	EKRD	 	MSdk	Grassland;Conifer Forest - Mesic (average);Conifer Forest - Dry	Native	Regularly occurring		 	N	Y		
Astragalus drummondii		Drummond's Milk-vetch		ASTRDRU	PDFAB0F320	G5	May 13, 2016	S1	April 30, 2019	January 29, 2002	 	 	Red	 		 						4 - Secure (2010)		Vascular Plant	dicots	Species	Plantae	Anthophyta	Dicotyledoneae	Fabales	Fabaceae	DRM	4	EKRD	 	MSdk	Grassland	Native	Regularly occurring		 	N	Y		
Astragalus laxmannii var. tananaicus	Astragalus adsurgens var. tananaicus;Astragalus laxmannii ssp. viciifolius	Laxmann's Milk-vetch		 	PDFAB0F062	G5T3T4	August 24, 2015	S1	March 31, 2014	March 31, 2014	 	 	Red	 		 						 		Vascular Plant	dicots	Variety	Plantae	Anthophyta	Dicotyledoneae	Fabales	Fabaceae	DSS_C	6	SKRD	 	 		Native	Regularly occurring		 		Y		
Astragalus sclerocarpus		The Dalles Milk-vetch		ASTRSCL	PDFAB0F7X0	G5	August 25, 2016	S2	April 30, 2019	April 30, 2019	 	 	Red	 		 						2 - May be at risk (2010)		Vascular Plant	dicots	Species	Plantae	Anthophyta	Dicotyledoneae	Fabales	Fabaceae	DOS	8	OSRD	 	BGxh	Grassland;Sagebrush Steppe;Antelope-brush Steppe	Native	Regularly occurring		 	N	Y		
Astragalus spaldingii		Spalding's Milk-vetch		ASTRSPA	PDFAB0F8D0	G3G4	October 02, 2003	S1	April 30, 2019	March 31, 2011	 	 	Red	 		 						 		Vascular Plant	dicots	Species	Plantae	Anthophyta	Dicotyledoneae	Fabales	Fabaceae	DOS	8	OSRD	 	BGxh	Grassland;Sagebrush Steppe	Native	Regularly occurring		 	N	Y		
Athene cunicularia		Burrowing Owl		B-BUOW	ABNSB10010	G4	April 06, 2016	S1B	March 05, 2015	June 30, 1998	E (Apr 2017)	 	Red	Y (May 2004)		 	Endangered			1-E (Jun 2003)		1 - At Risk (2005)	II	Vertebrate Animal	birds	Species	Animalia	Craniata	Aves	Strigiformes	Strigidae	DCS;DKA;DOS	3;8	TNRD;CORD;NORD;OSRD	 	BG;CDF;IDF;PP	Sub-soil;Pasture/Old Field;Cultivated Field;Hedgerow;Grassland;Urban/Suburban	Native	Regularly occurring	Y	 	N	Y		
Atrichum tenellum		 		ATRITEN	NBMUS0M070	G4G5	March 07, 1991	S2	April 29, 2015	April 29, 2015	 	 	Red	 		 						 		Nonvascular Plant		Species	Plantae	Bryophyta	Bryopsida	Polytrichales	Polytrichaceae	DAB;DCC;DCO;DKA;DKL;DMK;DOS;DRM;DSQ	2;3;4;5;7;8	EKRD;CKRD;SLRD;TNRD;NORD;CSRD;CBRD;PRRD	 	BAFA;ESSF		Native	Regularly occurring		 	N	Y		
Atriplex gardneri var. gardneri	Atriplex nuttallii	Gardner's Sagebrush		ATRIGAR1	PDCHE040M0	G5	May 13, 2016	S2	April 30, 2019	April 29, 2015	 	 	Red	 		 						 		Vascular Plant	dicots	Variety	Plantae	Anthophyta	Dicotyledoneae	Caryophyllales	Chenopodiaceae	DPC	9	PRRD	 	BWBSmw	Grassland	Native	Regularly occurring		 	N	Y		
Balaenoptera borealis		Sei Whale		M-BABO	AMAGH01020	G3	November 15, 1996	SHN	December 08, 2006		E (Apr 2013)	 	Red	 		 				1-E (Jan 2005)		 		Vertebrate Animal	mammals	Species	Animalia	Craniata	Mammalia	Cetacea	Balaenopteridae	 	 	 	 	 	Pelagic	Native	Regularly occurring		 	N	N	Transitory non-breeder, thus cannot be mapped. It is not known if this species still occurs in BC.	
Balaenoptera musculus		Blue Whale		M-BAMU	AMAGH01040	G3G4	April 04, 2016	S1N	December 08, 2006	January 12, 2005	E (May 2012)	 	Red	 		 				1-E (Jan 2005)		 	I	Vertebrate Animal	mammals	Species	Animalia	Craniata	Mammalia	Cetacea	Balaenopteridae	 	 	 	 	 	Pelagic	Native	Regularly occurring		 	N	Y	Not Tracked (set to Y for data management purposes). Non-breeder that occurs far off shore in irregular locations.	
Balaenoptera physalus		Fin Whale		M-BAPH	AMAGH01010	G3G4	April 04, 2016	S2N	December 08, 2006	January 15, 2007	SC (May 2019)	 	Red	 		 				1-T (Aug 2006)		 	I	Vertebrate Animal	mammals	Species	Animalia	Craniata	Mammalia	Cetacea	Balaenopteridae	 	 	 	 	 	Pelagic	Native	Regularly occurring		 	N	N	Transitory non-breeder. In the future, if increased knowledge and locational information about the feeding grounds come available, we could map them if they are not too far offshore.	
Balsamorhiza deltoidea		Deltoid Balsamroot		BALSDEL	PDAST11020	G5	August 01, 1988	S2	April 30, 2019	April 30, 2019	E (Apr 2009)	 	Red	 		 		Y		1-E (Jun 2003)		1 - At Risk (2010)		Vascular Plant	dicots	Species	Plantae	Anthophyta	Dicotyledoneae	Asterales	Asteraceae	DCR;DSI	1	CRD;CVRD;STRD	 	CDFmm;CWHxm	Rock/Sparsely Vegetated Rock;Grassland;Mixed Forest (deciduous/coniferous mix);Sand Dune;Beach;Garry Oak Woodland	Native	Regularly occurring		 	N	Y		
Barbula amplexifolia		 		BARBAMP	NBMUS0Q040	G4?	May 11, 2015	S1	April 29, 2015		 	 	Red	 		 						 		Nonvascular Plant		Species	Plantae	Bryophyta	Bryopsida	Pottiales	Pottiaceae	DCK	2	FVRD	 	CWH		Native	Regularly occurring		 	N	Y		
Barbula convoluta var. eustegia		 		BARBCON3	NBMUS0Q090	G5T3?	November 02, 2015	S1	March 31, 2011		 	 	Red	 		 						 		Nonvascular Plant		Variety	Plantae	Bryophyta	Bryopsida	Pottiales	Pottiaceae	DKL	4	CKRD	 	ICHdw		Native	Regularly occurring		 	N	Y		
Barbula convoluta var. gallinula		 		BARBCON1	NBMUS0Q062	G5T2?	September 17, 1997	S1	March 31, 2011		 	 	Red	 		 						 		Nonvascular Plant		Variety	Plantae	Bryophyta	Bryopsida	Pottiales	Pottiaceae	 	 	 	 	 		Native	Regularly occurring		 	N	Y		
Bartramia aprica	Bartramia stricta	Rigid Apple Moss		BARTSTR	NBMUS0R060	GU	July 24, 2006	S2	April 29, 2015	December 01, 2008	E (Nov 2009)	 	Red	 		 		Y		1-E (Jun 2003)		 		Nonvascular Plant		Species	Plantae	Bryophyta	Bryopsida	Bryales	Bartramiaceae	DSC;DSI	1	CRD;RDN;PWRD	 	CDF;CWH	Garry Oak Coastal Bluffs	Native	Regularly occurring		 	N	Y		
Bartramia halleriana		Haller's Apple Moss		BARTHAL	NBMUS0R020	G4G5	February 28, 1996	S2	April 29, 2015	October 30, 2007	T (Nov 2011)	 	Red	 		 				1-T (Jun 2003)		 		Nonvascular Plant		Species	Plantae	Bryophyta	Bryopsida	Bryales	Bartramiaceae	DCO;DHW	3;4;7	TNRD;CSRD;FFRD	 	ICHdw;ICHmm;ICHwk;SBSdh;SBSvk		Native	Regularly occurring		 	N	Y		
Bartramia longicauda		Upland Sandpiper		B-UPSA	ABNNF06010	G5	April 06, 2016	S2B	March 05, 2015	April 20, 2015	 	 	Red	 		 			Y			4 - Secure (2005)		Vertebrate Animal	birds	Species	Animalia	Craniata	Aves	Charadriiformes	Scolopacidae	DAB;DCC;DCH;DFN;DPC;DRM;DSS_C	4;5;6;9	EKRD;CBRD;KBRD;PRRD;SKRD;NRRD	 	BG;BWBS;CDF;CWH;ICH;IDF;SBPS;SBS;SWB	Pasture/Old Field;Cultivated Field;Hedgerow;Intertidal Marine;Meadow;Grassland;Urban/Suburban	Native	Regularly occurring	Y	 	N	Y		
Betula nana / Carex spp. / Sphagnum spp.		Scrub Birch / Sedges / Peat-mosses		 	CEBC000007	GNR		S2	October 31, 2004	July 31, 2002	 	 	Red	 		BOV;CAM;CAP;MCP;NSH;QUH;QUL;UFT						 		Ecological Community		 	Plant Community	 	 	 	 	DCC;DHW;DMH;DPG;DQU	3;5;7	TNRD;CBRD;FFRD	Wells	ESSFwk1/31;ICHmk3/00					Wetland Realm - Peatland Group: Fen Wetland Class (Wf)		N		
Betula occidentalis / Rosa spp.		Water Birch / Roses		 	CEBC001000	G3G4		S1	March 15, 2018	March 30, 1994	 	 	Red	Y (Jun 2006)		CAB;FRB;GUU;HOR;NIB;NOB;NOH;OKR;PAR;SCR;SHB;SOB;SRH;THB;TRU;WOU						 		Ecological Community		 	Plant Community	 	 	 	 	DCC;DCH;DCS;DKA;DMH;DOS	3;5;8	SLRD;TNRD;CORD;NORD;CSRD;CBRD;KBRD;OSRD	Cache Creek;Ashcroft;Spallumcheen;Armstrong;Lumby;Osoyoos;Penticton;West Kelowna;Kamloops;Kelowna;Princeton;Vernon;Summerland;Lake Country;Coldstream;Oliver;Keremeos;Merritt;Peachland;Logan Lake;Lytton;Lillooet	BG/Ff01;BGxh1/Fl07;BGxh3/Fl07;BGxw2/Fl07;IDF/Ff01;IDFxh1/Fl07;PP/Ff01;PPxh1/Fl07;PPxh1a/Fl07;PPxh2/Fl07					Terrestrial Realm - Flood Group (F): Low Bench Flood Class (Fl)		Y		
Bimastos lawrenceae		an earthworm		HA-BIMLAW	IAOLI33080	GNR		S1	December 21, 2018	December 21, 2018	 	 	Red	 		 						 		Invertebrate Animal	oligochaetes	Species	Animalia	Annelida	Oligochaeta	Haplotaxida	Lumbricidae	 	 	 	 	 		Native	Regularly occurring		 	Y	N		
Blepharostoma arachnoideum		 		BLEPARA	NBHEP0H010	G3G4	July 06, 2007	S2	April 29, 2015	April 29, 2015	 	 	Red	 		 						 		Nonvascular Plant		Species	Plantae	Hepatophyta	Jungermanniopsida	Jungermanniales	Pseudolepicoleaceae	 	 	 	 	 		Native	Regularly occurring		 		Y		
Boechera paupercula	Arabis lyallii var. nubigena	Tiny Suncress		BOECPAP	PDBRA06132	G5T2T4	June 01, 2015	S1S2	April 29, 2015	April 29, 2015	 	 	Red	 		 						 		Vascular Plant	dicots	Species	Plantae	Anthophyta	Dicotyledoneae	Capparales	Brassicaceae	DCS;DSQ	2;3	SLRD	 	PPxh		Native	Regularly occurring		 	N	Y		
Bolboschoenus maritimus var. paludosus Alkali Marsh		Seacoast Bulrush Alkali Marsh		 	CEBC003119	GNR		S1	March 02, 2015	March 02, 2015	 	 	Red	 		CAB;CCR;FRL;GEL;GUU;HOR;JDF;NAL;NIB;NOB;NTU;OKR;PAR;SCR;SGI;SHB;SOB;SOG;THB;TRU;WOU						 		Ecological Community		 	Plant Community	 	 	 	 	DCK;DCR;DCS;DKA;DMH;DOS;DSC;DSI	1;2;3;8	MVRD;CRD;CVRD;RDN;CXRD;STRD;PWRD;SCRD;SLRD;TNRD;CORD;CSRD;OSRD	Delta;Cache Creek;Ashcroft;Victoria;Highlands;Chase;Langford;Richmond;Osoyoos;Penticton;Barriere;Central Saanich;Lantzville;West Kelowna;Oak Bay;Qualicum Beach;Langley (District);Surrey;White Rock;View Royal;Colwood;North Saanich;Sidney;Kamloops;Kelowna;Metchosin;Vancouver;Parksville;Powell River;Sechelt;Esquimalt;North Cowichan;Saanich;Princeton;Summerland;Ladysmith;Nanaimo;Lake Country;Duncan;Merritt;Peachland;Logan Lake;Lytton;Lillooet	BGxh2/Wm11;BGxw1/Wm11;CDFmm/Wm11;IDFdk1/Wm11;IDFxh2/Wm11;PPxh1/Wm11;PPxh2/Wm11					Wetland Realm - Mineral Wetland Group: Marsh Wetland Class (Wm)		Y		
Bombus bohemicus	Bombus (Psithyrus) ashtoni;Bombus ashtoni	Gypsy Cuckoo Bumble Bee	Ashton's Cuckoo Bumble Bee	HY-BOMBOH	IIHYM24510	G3G5	April 09, 2018	S1S2	December 28, 2016	December 28, 2016	E (May 2014)	 	Red	 		 				1-E (Jun 2018)		 		Invertebrate Animal	insects	Species	Animalia	Mandibulata	Insecta	Hymenoptera	Apidae	 	 	 	 	 		Native	Regularly occurring		 	N	Y		
Bombus morrisoni	Bombus (Cullumanobombus) morrisoni	Morrisoni Bumble Bee		HY-BOMMOR	IIHYM24460	G3	April 07, 2018	SH	December 28, 2016	December 28, 2016	 	 	Red	 		 						 		Invertebrate Animal	insects	Species	Animalia	Mandibulata	Insecta	Hymenoptera	Apidae	 	 	 	 	 		Native	Regularly occurring		 		 		
Bos bison athabascae	Bison bison athabascae	Wood Bison		M-BOBI-AT	AMALE01011	G4T3Q	May 09, 2018	S2	February 15, 2015	May 28, 2010	SC (Nov 2013)	 	Red	 		 				1-T (Jun 2003)		 		Vertebrate Animal	mammals	Subspecies	Animalia	Craniata	Mammalia	Artiodactyla	Bovidae	DFN;DPC	9	PRRD;SKRD;NRRD	Northern Rockies	BWBS	Bog;Fen;Swamp;Marsh;Riparian Forest;Riparian Shrub;Lake;Meadow;Grassland;Deciduous/Broadleaf Forest;Conifer Forest - Mesic (average);Conifer Forest - Dry;Conifer Forest - Moist/wet;Mixed Forest (deciduous/coniferous mix);Pond/Open Water;Riparian Herbaceous;Gravel Bar	Native	Regularly occurring		 	N	Y		
Bos bison bison	Bos bison bison	Plains Bison		M-BOBI-BI	AMALE01012	G4T4	April 04, 2016	SX	February 15, 2015	January 15, 2007	T (Nov 2013)	 	Red	 		 						 		Vertebrate Animal	mammals	Subspecies	Animalia	Craniata	Mammalia	Artiodactyla	Bovidae	DPC	9	PRRD	 	BWBS;SWB	Bog;Fen;Swamp;Marsh;Riparian Forest;Riparian Shrub;Pasture/Old Field;Talus;Meadow;Grassland;Shrub - Natural;Sagebrush Steppe;Riparian Herbaceous;Antelope-brush Steppe;Gravel Bar	Native	Regularly occurring		 	N	Y		
Botrychium pallidum		Pale Moonwort		BOTRPAL	PPOPH01130	G3	June 18, 2008	S1S3	April 30, 2019	April 30, 2016	 	 	Red	 		 						 		Vascular Plant		Species	Plantae	Filicinophyta	Ophioglossopsida	Ophioglossales	Ophioglossaceae	DCO	4	CSRD	 	MSdk		Native	Regularly occurring		 		Y		
Brachydontium olympicum		 		BRACOLY	NBMUS0X020	G2G3	December 18, 2001	S2?	April 29, 2015	April 29, 2015	 	 	Red	 		 						 		Nonvascular Plant		Species	Plantae	Bryophyta	Bryopsida	Seligeriales	Seligeriaceae	DCK;DSC	2	SLRD;FVRD	 	MH		Native	Regularly occurring		 	N	Y		
Brachythecium laetum		 		BRACOXY	NBMUS0Z0K0	G5	June 24, 2015	SH	April 29, 2015	March 31, 2011	 	 	Red	 		 						 		Nonvascular Plant		Species	Plantae	Bryophyta	Bryopsida	Hypnales	Brachytheciaceae	 	 	 	 	 		Native	Regularly occurring		 	N	N		
Brachythecium reflexum var. pacificum		 		BRACREF1	NBMUS0Z0N1	G5TNR		S1	March 31, 2011	March 31, 2011	 	 	Red	 		 						 		Nonvascular Plant		Variety	Plantae	Bryophyta	Bryopsida	Hypnales	Brachytheciaceae	DCO;DSS_C	4;6	MVRD	 	ESSF;MH		Native	Regularly occurring		 	N	Y		
Brachythecium velutinum var. venustum		 		BRACVEL2	NBMUS0Z0W2	G5TNR		S1S3	March 31, 2011	March 31, 2011	 	 	Red	 		 						 		Nonvascular Plant		Variety	Plantae	Bryophyta	Bryopsida	Hypnales	Brachytheciaceae	 	 	 	 	 		Native	Regularly occurring		 	N	Y		
Branta canadensis occidentalis		Canada Goose, Occidentalis Subspecies		B-CAGO-OC	ABNJB05039	G5T3	April 06, 2016	S2M	January 10, 2009	January 23, 2009	 	 	Red	 		 						 		Vertebrate Animal	birds	Subspecies	Animalia	Craniata	Aves	Anseriformes	Anatidae	 	 	 	 	CDF;CWH	Estuary;Marsh;Pasture/Old Field;Cultivated Field;Hedgerow;Intertidal Marine;Meadow;Subtidal Marine;Eelgrass Beds;Sheltered Waters - Marine;Pelagic	Native	Regularly occurring	N	 	N	N	Non-breeding migrant that overwinters in a few places. Also not often reported as this sub-species therefore adding to the difficulty in tracking and mapping.	
Brickellia grandiflora		Large-flowered Brickellia		BRICGRA	PDAST1H0L0	G5	June 02, 2015	S1	April 30, 2019	April 30, 1996	NAR (May 1996)	 	Red	 		 						3 - Sensitive (2010)		Vascular Plant	dicots	Species	Plantae	Anthophyta	Dicotyledoneae	Asterales	Asteraceae	DAB;DRM	4;8	EKRD;KBRD	 	ICHdw;MSdk	Cliff;Rock/Sparsely Vegetated Rock;Talus;Meadow;Conifer Forest - Mesic (average)	Native	Regularly occurring		 	N	Y		
Brotherella henonii		 		BROTHEN	NBMUS12050	GNR		S1	April 29, 2015	March 31, 2011	 	 	Red	 		 						 		Nonvascular Plant		Species	Plantae	Bryophyta	Bryopsida	Hypnales	Sematophyllaceae	 	 	 	 	 		Native	Regularly occurring		 	N	Y		
Brotherella roellii		Roell's Brotherella		BROTROE	NBMUS12020	G3	October 08, 2004	S1S2	March 31, 2011	March 31, 2011	E (Nov 2010)	 	Red	 		 				1-E (Jun 2018)		 		Nonvascular Plant		Species	Plantae	Bryophyta	Bryopsida	Hypnales	Sematophyllaceae	DCK;DNI;DSC;DSQ	1;2	MVRD;SCRD;SLRD;FVRD	 	CWH		Native	Regularly occurring		 	N	Y		
Bryhnia hultenii		 		BRYHHUL	NBMUS14020	G4	February 29, 1996	S1	April 29, 2015	April 29, 2015	 	 	Red	 		 						 		Nonvascular Plant		Species	Plantae	Bryophyta	Bryopsida	Hypnales	Brachytheciaceae	DKM;DNC	6	SQCRD;KSRD	 	CWH;MH		Native	Regularly occurring		 	N	Y		
Bryoerythrophyllum ferruginascens		 		BRYOFER	NBMUS18040	G3G4	January 04, 2001	S1S2	April 29, 2015	March 31, 2011	 	 	Red	 		 						 		Nonvascular Plant		Species	Plantae	Bryophyta	Bryopsida	Pottiales	Pottiaceae	DSS_C	6;9	KSRD;SKRD	 	BAFA;CMA		Native	Regularly occurring		 	N	Y		
Bryum alpinum		 		BRYUALP	NBMUS1A040	G4G5	April 18, 1991	SH	April 29, 2015	March 31, 2011	 	 	Red	 		 						 		Nonvascular Plant		Species	Plantae	Bryophyta	Bryopsida	Bryales	Bryaceae	 	 	 	 	 		Native	Regularly occurring		 	N	N		
Bryum arcticum		 		BRYUARC	NBMUS1A060	G5?	March 09, 2000	S1S3	April 29, 2015	April 05, 2000	 	 	Red	 		 						 		Nonvascular Plant		Species	Plantae	Bryophyta	Bryopsida	Bryales	Bryaceae	DFN;DSS_C	6;9	SKRD;NRRD	 	SWB		Native	Regularly occurring		 	N	Y		
Bryum calobryoides		 		BRYUCAO	NBMUS1A1W0	G3	November 04, 1999	S1S3	April 29, 2015	April 29, 2015	 	 	Red	 		 						 		Nonvascular Plant		Species	Plantae	Bryophyta	Bryopsida	Bryales	Bryaceae	DAB;DOS;DSQ	2;4;8	CKRD;SLRD;KBRD	 	ESSF;MH		Native	Regularly occurring		 	N	Y		
Bryum subapiculatum	Bryum microerythrocarpum	 		BRYUSUB	NBMUS1A1M0	G5?	May 16, 1996	S1	April 29, 2015	March 31, 2011	 	 	Red	 		 						 		Nonvascular Plant		Species	Plantae	Bryophyta	Bryopsida	Bryales	Bryaceae	 	 	 	 	 		Native	Regularly occurring		 	N	Y		
Bryum tenuisetum		 		BRYUTEN	NBMUS1A170	G3G5	June 13, 2000	S1	April 29, 2015	March 31, 2011	 	 	Red	 		 						 		Nonvascular Plant		Species	Plantae	Bryophyta	Bryopsida	Bryales	Bryaceae	 	1	 	 	 		Native	Regularly occurring		 	N	Y		
Bryum violaceum		 		BRYUVIO	NBMUS1A1C0	G5?	March 10, 2000	S1S2	April 29, 2015	March 31, 2011	 	 	Red	 		 						 		Nonvascular Plant		Species	Plantae	Bryophyta	Bryopsida	Bryales	Bryaceae	DOS;DSI	1;8	CRD;OSRD	 	CDF		Native	Regularly occurring		 	N	Y		
Buteo swainsoni		Swainson's Hawk		B-SWHA	ABNKC19070	G5	April 06, 2016	S2B	March 05, 2015	June 30, 1998	 	 	Red	 		 						4 - Secure (2005)	II	Vertebrate Animal	birds	Species	Animalia	Craniata	Aves	Accipitriformes	Accipitridae	DAB;DCC;DCS;DKA;DOS;DPC;DRM;DSS_B	3;4;5;6;8;9	EKRD;TNRD;CORD;NORD;CSRD;CBRD;KBRD;BNRD;PRRD;OSRD	 	BG;BWBS;CDF;ICH;IDF;MS;PP;SBS	Riparian Forest;Riparian Shrub;Pasture/Old Field;Cultivated Field;Hedgerow;Meadow;Grassland;Sagebrush Steppe;Deciduous/Broadleaf Forest;Conifer Forest - Mesic (average);Conifer Forest - Dry;Mixed Forest (deciduous/coniferous mix);Urban/Suburban;Antelope-brush Steppe;Industrial;Alpine Grassland	Native	Regularly occurring	Y	 	N	Y		
Cacaliopsis nardosmia	Cacaliopsis nardosmia ssp. glabrata	Silvercrown		CACANAR	PDAST1L010	G4G5	August 01, 1988	S1	April 30, 2019	December 29, 1999	 	 	Red	 		 						2 - May be at risk (2010)		Vascular Plant	dicots	Species	Plantae	Anthophyta	Dicotyledoneae	Asterales	Asteraceae	DCK	8	OSRD;FVRD	 	ESSFmw	Rock/Sparsely Vegetated Rock;Meadow;Grassland;Conifer Forest - Mesic (average)	Native	Regularly occurring		 	N	Y		
Calamagrostis purpurascens Herbaceous Vegetation		Purple Reedgrass Herbaceous Vegetation		 	CEBC002009	G2		S2	October 31, 2004	June 15, 2000	 	 	Red	 	Central and North Coast LUO;Haida Gwaii LUO;South Central Coast LUO	ALR;BUR;CBR;CCR;CPR;CRU;EPR;HEL;KIM;KIR;KLR;MEM;NAM;NBR;NEU;NPR;NSM;NWC;OUF;QCR;SBR;SCR;SKP;SPR;STH;TAB;TAG;THH;WCR						 		Ecological Community		 	Plant Community	 	 	 	 	DCH;DCK;DCR;DKM;DNC;DND;DNI;DQC;DSC;DSQ;DSS	1;2;5;6	MVRD;STRD;PWRD;SCRD;SLRD;CBRD;MWRD;CCRD;SQCRD;KSRD;BNRD;FFRD;SKRD;FVRD	Stewart;Whistler	BAFA;IMA/					Terrestrial Realm - Alpine Group (A): Alpine		N		
Calidris canutus		Red Knot		B-REKN	ABNNF11020	G4	April 07, 2016	S1S2M	March 05, 2015	January 23, 2009	E/T (Apr 2007)	<i>Rufa</i> ssp. Endangered and <i>roselaari </i>type Threatened.	Red	 		 			Y	1-T/E (Feb 2010)	<i>Roselaari</i> type only/<i>rufa</i> ssp. only	2 - May be at risk (2005)		Vertebrate Animal	birds	Species	Animalia	Craniata	Aves	Charadriiformes	Scolopacidae	 	 	 	 	CDF;CWH	Estuary;Intertidal Marine;Sand Dune;Beach;Mudflats - Intertidal	Native	Regularly occurring	N	 	N	N	Not a breeder, and found disparately along the coast during migration, therefore not mapped.	
Callophrys johnsoni	Loranthomitoura johnsoni	Johnson's Hairstreak		LE-CALJOH	IILEPE2100	G3	November 12, 2017	S1S2	March 31, 2013	October 18, 2001	 	 	Red	Y (Jun 2006)		 						6 - Not Assessed (2000)		Invertebrate Animal	insects	Species	Animalia	Mandibulata	Insecta	Lepidoptera	Lycaenidae	DCK;DSI	1;2	MVRD;CRD;CVRD;ACRD;PWRD;SCRD;FVRD	Lake Cowichan;Anmore;Kent;Mission;Sooke;Bowen Island;Sechelt (Indian Government);Pitt Meadows;Port Coquitlam;Chilliwack;Abbotsford;Metchosin;Powell River;Sechelt;North Vancouver (District);Burnaby;Port Alberni;Coquitlam;West Vancouver;Maple Ridge;Belcarra	CDF;CMA;CWH	Conifer Forest - Mesic (average);Conifer Forest - Moist/wet	Native	Regularly occurring		 	N	Y		
Callophrys niphon	Incisalia niphon	Eastern Pine Elfin		LE-CALNIP	IILEPE2240	G5	June 14, 2016	S1S3	March 31, 2013	October 18, 2001	 	 	Red	 		 						6 - Not Assessed (2000)		Invertebrate Animal	insects	Species	Animalia	Mandibulata	Insecta	Lepidoptera	Lycaenidae	DFN	9	NRRD	Northern Rockies	BWBS	Conifer Forest - Dry	Native	Regularly occurring		 	N	Y		
Callorhinus ursinus		Northern Fur Seal		M-CAUR	AMAJC01010	G3	April 04, 2016	S2M	December 08, 2006	January 15, 2007	T (Nov 2010)	 	Red	 		 						 		Vertebrate Animal	mammals	Species	Animalia	Craniata	Mammalia	Carnivora	Otariidae	 	 	 	 	 	Kelp Bed;Intertidal Marine;Subtidal Marine;Marine Island;Reefs;Eelgrass Beds;Sheltered Waters - Marine;Pelagic	Native	Regularly occurring		 	N	Y		
Calypogeia suecica		 		CALYSUE	NBHEP0M070	G5	April 18, 1991	SH	April 29, 2015	April 29, 2015	 	 	Red	 		 						 		Nonvascular Plant		Species	Plantae	Hepatophyta	Jungermanniopsida	Jungermanniales	Calypogeiaceae	 	 	 	 	 		Native	Regularly occurring		 		N		
Camissonia contorta	Oenothera cruciata	Contorted-pod Evening-primrose		CAMICON	PDONA030G0	G5	August 01, 1988	S1	April 30, 2019	April 30, 1996	E (Apr 2006)	 	Red	 		 				1-E (Dec 2007)		1 - At Risk (2010)		Vascular Plant	dicots	Species	Plantae	Anthophyta	Dicotyledoneae	Myrtales	Onagraceae	DSC;DSI	1;2	CRD;PWRD	 	CDFmm	Sand Dune	Native	Regularly occurring		 	N	Y		
Campylium calcareum		 		CAMPCAL	NBMUS1J100	G3G5	April 03, 2000	S1S2	April 29, 2015	March 31, 2011	 	 	Red	 		 						 		Nonvascular Plant		Species	Plantae	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	DCO;DKL	4	CKRD;CSRD	 	ESSFdk;ICHdw		Native	Regularly occurring		 	N	Y		
Campylopus schimperi	Campylopus subulatus	 		CAMPSCI	NBMUS1K0Q0	G3G4	January 13, 1999	S1S2	April 29, 2015	March 31, 2011	 	 	Red	 		 						 		Nonvascular Plant		Species	Plantae	Bryophyta	Bryopsida	Dicranales	Dicranaceae	DNI;DQC	1;5;6	MWRD;CCRD;SQCRD	 	CWH;MH		Native	Regularly occurring		 	N	Y		
Campylopus sinensis	Campylopus japonicus	 		CAMPSIN	NBMUS1K0J0	GNR		S1	April 29, 2015	April 29, 2015	 	 	Red	 		 						 		Nonvascular Plant		Species	Plantae	Bryophyta	Bryopsida	Dicranales	Dicranaceae	DQC	6	SQCRD	 	CWHwh		Native	Regularly occurring		 	N	Y		
Carex atherodes Fen - Marsh		Awned Sedge Fen - Marsh		 	CEBC001011	G3G5		S2?	April 19, 2010	April 19, 2010	 	 	Red	 		CAB;CAP;CCR;CHP;FRB;GUU;NAU;NIB;PAR;QUL;SCR;THB;TRU;WCR;WCU						 		Ecological Community		 	Plant Community	 	 	 	 	DCC;DCH;DCS;DKA;DMH;DNI;DPG;DQU;DVA	3;5;7	SLRD;TNRD;CBRD;CCRD	100 Mile House;Clinton;Kamloops;Williams Lake;Merritt	BGxw1/Wm03;BGxw2/Wm03;IDFdk3/Wm03;IDFdk4/Wm03;IDFxm/Wm03;SBPSdc/Wm03;SBPSxc/Wm03					Wetland Realm - Mineral Wetland Group: Marsh Wetland Class (Wm)		N		
